:START_ID(Document),:END_ID(Organization),:TYPE
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-11,the University Library’s,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,Dulcie Vermillion,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,EC Meetings,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,Emeritus,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,LCIT,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,LCP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,LSSC/LCP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,LibNews,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,PRC Assignment,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,Provost’s Communications,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,Specialized,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,the Inclusion in Governance Task Force,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,the Library Council,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,AC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Advisory Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Building Project Update,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Chair,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,EC Diversity and Recruitment Meeting,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Grainger,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,IDEA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Learning Task Force,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,LibFac,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,MUGLI Working Groups Updates,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Medicine,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Provost Communication,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Task Force on Research Support Next Steps,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,The Library Board,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,"The National Academies of Science, Engineering",MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,The Scholarly Commons/Media Commons,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,The Senate Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,The Staffing Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,The Study Space Planning Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Undergraduate Library,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Academic Program Review,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Architectural Review Board,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Archives and Special Collections,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Board of Trustees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Building Project,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Chancellor’s Design Advisory Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Civil Service,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Instruction Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Library Building Project,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,the Library’s Board,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,AC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,BHRSC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,Directors,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,the AUL Annual Review,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,the Council of Deans,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,the Main/Undergraduate Integration Project,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,the Main/Undergraduate Library Integration,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,the Provost Office,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,the Senate Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-01,the Task Force on Research and Investigation Time,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-06,AP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-06,Civil Service Representation,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-06,Committee Appointments,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-06,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-06,EC 7/13/2020,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-06,LCAP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-06,Library Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-06,the Campus Senate Statutes Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-01-07,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-01-07,Administrative Council,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-01-07,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-01-07,Finalize,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-01-07,NSM,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-04-05,Chris Prom,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-04-05,Council of Deans,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-04-05,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-04-05,Inclusion in Administration,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-04-05,Senate,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-04-05,UGL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,ABA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,AP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Banner,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,FTE,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,IPRH,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Illinois Research Connection,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Law School,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Library Human Resources,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Mellon,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Public Safety,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,RIS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Research and Information Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,The Board of Trustees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,The Office of Research,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,University,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,User Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,User Services Transition,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,WebTeam,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,the Faculty Senate,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,the Library Business Office,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,the Library’s MOU,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,the Main/Undergrad Reference Hub,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-06-03,Candidate,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-06-03,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-06-03,HPNL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-06-03,Lincoln New Service Model,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-06-03,PRC Expectations,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-06-03,UL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-06-03,the History Librarian,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,ATLAS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,CAM,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,DSC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,Data Services Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,Hub,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,The Data Services Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-09-30,a. Residency Program,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,AP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,AUL Annual Reporting/Evaluation The AULS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Archives,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Data Services Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Illinois History & Lincoln Collection,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Instructional Technology Specialist,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Kirstin,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Kirstin Dougan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Mortenson Center Advisory Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Policy Working Group Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,RDS Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Ricker,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,Search Update,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,The Library’s Budget,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,User Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-23,the “Standing Policies,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,AP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,Every school & college,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,Floor Central Service Point Planning Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,Innovation Fund Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,Kirstin Dougan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,Question Time Additional,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,University,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,the Implementation Team,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-06-14,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-06-14,LCAP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-06-14,Library Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-06-14,Library Committee Appointments,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-06-14,MUGLI,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-06-14,Vision Statement Team,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,Avery,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,Digital Collections Management,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,Faculty Job Titles,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,Hahn,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,Kirstin,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,Preservation Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,Specialized Faculty Task Force Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-27,TF,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,5yr Head Review,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,AC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,Approved Search Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,CNI,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,Cherié Weible,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,Collections Management Librarian and Curator for RBML,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,Kirstin Dougan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,MOU,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,Mortenson Discussion EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,visitor-Cherié Weible,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,AP Promotions,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,Co-Chairs/Chairs,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,Directors,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,Governance Task Force,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,LCAP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,LSSC/LCAP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,Library Spaces Assessment Team Proposal,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,Status/Progress of Inclusion,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-09-27,the Academic Program Review,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,Avner,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,CIO,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,COD,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,EC Meeting,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,FRC Scoring,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,IRB,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,Provost Communication,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,The Council of Deans,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,The Space Task Force,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-12,the Provost Communication,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,BTAA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,CARLI Board,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Create Promotional Paths for Academic Professionals,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Emeritus,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,IMLS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Kirstin Dougan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,M.J. Han,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,P&T,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Retreat,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Select,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Shared Print Repository,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,TF,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Tying,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Working Group on,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-11,ARL Directors,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-11,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-11,Merrick Fund Applications,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-11,Personnel,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-11,UC Elsevier,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-11,Visitor,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-11,the Library Building Project,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-05-22,College of Medicine,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-05-22,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-05-22,Kirstin Johnson,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-05-22,Peer Review Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-05-22,the Big Ten Academic Alliance,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,AUL Evaluations,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,Kirstin Dougan’s,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,SP for University Administration,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,The Humanities Division,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,c. EUI,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,the AUL Evaluations,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,the Library’s SP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,the University Archives Archives,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-06,the eResearch Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Administrative Affairs,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Communications 25 & 26,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Expectations,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Kirstin Dougan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Library,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Library Faculty Positions,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Revised Innovation Fund Application,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,Specialized Faculty Forum,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-10,User Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,CIC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,Google,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,MOU,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,P&T,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,Search Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,Statement on Promotion and Tenure,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,the Senate Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,AC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,AP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,DMP Tool,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,Division Coordinators EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,Provost,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,University,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-04,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-04,Library Spaces Assessment Team Proposal,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-04,Research Policy and Investigation Time Policy,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-04,Task Force on Research and Investigation Time Policy Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-04,The Academic Program Review,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-04,User Services,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-04,the Research and Investigation Time Policy Task Force Report,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Alma/Primo,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Archives,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Cherié Weible,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Collections Budget,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,College Executive Committees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Council of Deans,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,DocExpress,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Dustin,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,EC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,ETAS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,F&S,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Fall,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,LCAP,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Main Library,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Main Library Project,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Met LAS Research,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Professional Dev Committee,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,RDS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,SC&P,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Scholarly Communications,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Trustees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Undergrad,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Undergraduate,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,University,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,Working with Fulfillment Group,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,doc,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,the Library Building Project,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,the Scholarly Commons,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,the Task Force for Research Support,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,the Undergraduate Library,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-13,the Undergraduate Renovation,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,ARL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,AUL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Administrative Council,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Appoint Faculty Editors,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Attendees,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,CIC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Cabinet,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Create a Promotional Path for APs,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,EC,MENTIONS
